data;1THB;1USD;1AUD;1HKD;1CAD;1NZD;1SGD;1EUR;100HUF;1CHF;1GBP;1UAH;100JPY;1CZK;1DKK;100ISK;1NOK;1SEK;1RON;1BGN;1TRY;1ILS;100CLP;1PHP;1MXN;1ZAR;1BRL;1MYR;10000IDR;100INR;100KRW;1CNY;1XDR;nr tabeli;pe³ny numer tabeli;
20251001;0,1121;3,6245;2,3974;0,4658;2,6041;2,1077;2,8133;4,2586;1,0945;4,5542;4,8812;0,0879;2,4630;0,1752;0,5704;2,9906;0,3644;0,3860;0,8382;2,1774;0,0871;1,0907;0,3770;0,0624;0,1983;0,2105;0,6813;0,8613;2,1828;4,0877;0,2582;0,5099;4,9727;190;190/A/NBP/2025;
20251002;0,1118;3,6210;2,3973;0,4654;2,5985;2,1139;2,8137;4,2560;1,0934;4,5475;4,8900;0,0877;2,4665;0,1753;0,5700;2,9846;0,3653;0,3871;0,8373;2,1760;0,0868;1,0901;0,3768;0,0623;0,1974;0,2105;0,6794;0,8610;2,1833;4,0816;0,2584;0,5096;4,9770;191;191/A/NBP/2025;
20251003;0,1119;3,6253;2,3951;0,4658;2,5970;2,1142;2,8125;4,2559;1,0947;4,5527;4,8784;0,0879;2,4604;0,1754;0,5700;2,9929;0,3641;0,3866;0,8365;2,1760;0,0869;1,0937;0,3768;0,0626;0,1970;0,2103;0,6791;0,8613;2,1925;4,0842;0,2577;0,5096;4,9691;192;192/A/NBP/2025;
20251006;0,1123;3,6446;2,4045;0,4683;2,6128;2,1213;2,8162;4,2521;1,0944;4,5631;4,8962;0,0881;2,4237;0,1751;0,5695;2,9944;0,3660;0,3873;0,8353;2,1741;0,0876;1,1112;0,3775;0,0625;0,1974;0,2108;0,6831;0,8643;2,2021;4,1047;0,2578;0,5084;4,9682;193;193/A/NBP/2025;
20251007;0,1121;3,6481;2,4045;0,4687;2,6142;2,1187;2,8218;4,2559;1,0860;4,5728;4,9023;0,0883;2,4193;0,1750;0,5701;3,0013;0,3667;0,3889;0,8360;2,1760;0,0874;1,1135;0,3795;0,0627;0,1985;0,2120;0,6868;0,8655;2,2057;4,1108;0,2581;0,5089;4,9781;194;194/A/NBP/2025;
20251008;0,1127;3,6619;2,4026;0,4704;2,6244;2,1084;2,8251;4,2533;1,0834;4,5712;4,9103;0,0885;2,3975;0,1746;0,5697;3,0037;0,3658;0,3884;0,8342;2,1747;0,0877;1,1156;0,3814;0,0631;0,1988;0,2129;0,6834;0,8679;2,2113;4,1249;0,2567;0,5086;4,9808;195;195/A/NBP/2025;
20251009;0,1124;3,6659;2,4126;0,4712;2,6276;2,1143;2,8279;4,2569;1,0857;4,5704;4,8981;0,0884;2,3990;0,1750;0,5701;3,0105;0,3661;0,3868;0,8356;2,1765;0,0876;1,1305;0,3854;0,0629;0,1998;0,2137;0,6871;0,8692;2,2157;4,1292;0,2584;0,5144;4,9912;196;196/A/NBP/2025;
20251010;0,1124;3,6778;2,4116;0,4726;2,6237;2,1170;2,8337;4,2583;1,0908;4,5675;4,8940;0,0883;2,4090;0,1753;0,5703;3,0073;0,3647;0,3866;0,8357;2,1772;0,0879;1,1307;0,3870;0,0632;0,1999;0,2134;0,6838;0,8708;2,2222;4,1498;0,2589;0,5162;4,9984;197;197/A/NBP/2025;
20251013;0,1130;3,6763;2,3973;0,4727;2,6258;2,1071;2,8315;4,2592;1,0864;4,5719;4,8993;0,0883;2,4132;0,1750;0,5703;3,0079;0,3646;0,3860;0,8368;2,1777;0,0878;1,1206;0,3833;0,0631;0,1990;0,2125;0,6651;0,8699;2,2200;4,1476;0,2574;0,5154;5,0085;198;198/A/NBP/2025;
20251014;0,1127;3,6897;2,3826;0,4745;2,6243;2,0997;2,8364;4,2645;1,0853;4,5931;4,9009;0,0883;2,4275;0,1752;0,5710;3,0117;0,3631;0,3876;0,8376;2,1804;0,0881;1,1109;0,3850;0,0634;0,1986;0,2114;0,6750;0,8723;2,2260;4,1552;0,2576;0,5167;5,0147;199;199/A/NBP/2025;
20251015;0,1125;3,6585;2,3844;0,4705;2,6052;2,0949;2,8236;4,2556;1,0899;4,5739;4,8820;0,0875;2,4193;0,1754;0,5698;3,0054;0,3620;0,3856;0,8363;2,1759;0,0874;1,1114;0,3805;0,0630;0,1983;0,2115;0,6672;0,8651;2,2085;4,1420;0,2573;0,5134;5,0081;200;200/A/NBP/2025;
20251016;0,1120;3,6467;2,3727;0,4692;2,5981;2,0924;2,8153;4,2517;1,0907;4,5781;4,9005;0,0876;2,4111;0,1750;0,5693;3,0069;0,3621;0,3855;0,8357;2,1739;0,0869;1,1046;0,3801;0,0627;0,1977;0,2104;0,6692;0,8627;2,2009;4,1496;0,2573;0,5118;4,9891;201;201/A/NBP/2025;
20251017;0,1115;3,6388;2,3506;0,4685;2,5900;2,0815;2,8112;4,2565;1,0895;4,6096;4,8847;0,0872;2,4294;0,1750;0,5699;3,0060;0,3601;0,3844;0,8367;2,1763;0,0869;1,0947;0,3809;0,0625;0,1964;0,2085;0,6687;0,8607;2,1947;4,1373;0,2554;0,5106;4,9900;202;202/A/NBP/2025;
20251020;0,1111;3,6349;2,3617;0,4679;2,5905;2,0861;2,8082;4,2396;1,0878;4,5866;4,8810;0,0870;2,4139;0,1744;0,5677;2,9898;0,3616;0,3856;0,8331;2,1677;0,0866;1,0983;0,3801;0,0625;0,1977;0,2099;0,6726;0,8601;2,1930;4,1340;0,2556;0,5104;4,9639;203;203/A/NBP/2025;
20251021;0,1114;3,6479;2,3656;0,4695;2,5944;2,0849;2,8125;4,2392;1,0880;4,5961;4,8811;0,0874;2,4060;0,1743;0,5676;2,9938;0,3622;0,3871;0,8340;2,1675;0,0868;1,1080;0,3836;0,0626;0,1977;0,2106;0,6788;0,8628;2,1988;4,1435;0,2550;0,5124;4,9673;204;204/A/NBP/2025;
20251022;0,1113;3,6591;2,3765;0,4709;2,6123;2,1031;2,8181;4,2438;1,0887;4,5963;4,8746;0,0876;2,4123;0,1746;0,5682;2,9970;0,3643;0,3874;0,8349;2,1699;0,0874;1,1098;0,3838;0,0626;0,1987;0,2094;0,6791;0,8649;2,2076;4,1685;0,2557;0,5136;4,9854;205;205/A/NBP/2025;
20251023;0,1115;3,6519;2,3771;0,4698;2,6097;2,0979;2,8110;4,2347;1,0852;4,5790;4,8745;0,0871;2,3928;0,1740;0,5669;2,9822;0,3659;0,3884;0,8331;2,1652;0,0868;1,1047;0,3841;0,0623;0,1983;0,2102;0,6761;0,8635;2,1972;4,1549;0,2538;0,5127;4,9765;206;206/A/NBP/2025;
20251024;0,1113;3,6481;2,3695;0,4696;2,6020;2,0950;2,8075;4,2353;1,0858;4,5839;4,8589;0,0869;2,3849;0,1741;0,5670;2,9784;0,3647;0,3884;0,8333;2,1655;0,0871;1,1081;0,3863;0,0622;0,1982;0,2101;0,6775;0,8637;2,1981;4,1554;0,2535;0,5122;4,9738;207;207/A/NBP/2025;
20251027;0,1113;3,6395;2,3863;0,4685;2,6044;2,0973;2,8071;4,2353;1,0868;4,5720;4,8567;0,0865;2,3824;0,1742;0,5670;2,9617;0,3638;0,3882;0,8329;2,1655;0,0866;1,1180;0,3864;0,0618;0,1976;0,2112;0,6752;0,8645;2,1905;4,1239;0,2542;0,5121;4,9680;208;208/A/NBP/2025;
20251028;0,1120;3,6327;2,3817;0,4675;2,5954;2,0969;2,8056;4,2345;1,0900;4,5783;4,8375;0,0863;2,3912;0,1741;0,5669;2,9612;0,3630;0,3875;0,8329;2,1651;0,0866;1,1147;0,3867;0,0614;0,1972;0,2105;0,6756;0,8655;2,1877;4,1156;0,2530;0,5117;4,9632;209;209/A/NBP/2025;
20251029;0,1128;3,6399;2,4022;0,4685;2,6106;2,1051;2,8114;4,2374;1,0914;4,5716;4,8119;0,0867;2,3911;0,1742;0,5673;2,9591;0,3639;0,3885;0,8337;2,1666;0,0867;1,1198;0,3866;0,0622;0,1974;0,2130;0,6793;0,8690;2,1907;4,1267;0,2554;0,5127;4,9730;210;210/A/NBP/2025;
20251030;0,1128;3,6520;2,3989;0,4701;2,6182;2,1061;2,8117;4,2425;1,0921;4,5719;4,8169;0,0870;2,3746;0,1742;0,5681;2,9544;0,3637;0,3881;0,8342;2,1692;0,0868;1,1238;0,3881;0,0620;0,1973;0,2118;0,6815;0,8700;2,1947;4,1172;0,2557;0,5136;4,9708;211;211/A/NBP/2025;
20251031;0,1137;3,6751;2,4040;0,4729;2,6241;2,1034;2,8257;4,2543;1,0961;4,5849;4,8303;0,0877;2,3841;0,1749;0,5697;2,9421;0,3647;0,3892;0,8367;2,1752;0,0873;1,1340;0,3899;0,0626;0,1982;0,2122;0,6826;0,8775;2,2099;4,1397;0,2575;0,5166;5,0094;212;212/A/NBP/2025;
20251103;0,1138;3,6933;2,4180;0,4751;2,6307;2,1113;2,8335;4,2527;1,0990;4,5753;4,8475;0,0878;2,3957;0,1747;0,5695;2,9268;0,3650;0,3886;0,8360;2,1744;0,0877;1,1362;0,3919;0,0628;0,1993;0,2134;0,6871;0,8795;2,2176;4,1600;0,2583;0,5186;4,9999;213;213/A/NBP/2025;
20251104;0,1137;3,7019;2,4042;0,4761;2,6309;2,0958;2,8356;4,2575;1,0962;4,5775;4,8359;0,0880;2,4118;0,1748;0,5703;2,9281;0,3630;0,3882;0,8371;2,1769;0,0879;1,1310;0,3942;0,0632;0,1986;0,2119;0,6910;0,8819;2,2171;4,1758;0,2572;0,5196;5,0055;214;214/A/NBP/2025;
20251105;0,1140;3,7091;2,4041;0,4771;2,6257;2,0947;2,8384;4,2597;1,0989;4,5759;4,8367;0,0882;2,4134;0,1749;0,5706;2,9017;0,3631;0,3871;0,8377;2,1780;0,0880;1,1327;0,3916;0,0631;0,1987;0,2121;0,6872;0,8849;2,2203;4,1850;0,2566;0,5204;5,0081;215;215/A/NBP/2025;
20251106;0,1142;3,6971;2,4081;0,4755;2,6225;2,0925;2,8319;4,2566;1,1011;4,5706;4,8359;0,0879;2,4051;0,1747;0,5701;2,9075;0,3634;0,3877;0,8370;2,1764;0,0879;1,1371;0,3914;0,0627;0,1990;0,2128;0,6896;0,8838;2,2146;4,1716;0,2553;0,5191;5,0044;216;216/A/NBP/2025;
20251107;0,1138;3,6818;2,3868;0,4734;2,6085;2,0679;2,8245;4,2483;1,1000;4,5556;4,8227;0,0876;2,3987;0,1745;0,5690;2,9058;0,3606;0,3846;0,8353;2,1722;0,0871;1,1294;0,3898;0,0623;0,1985;0,2124;0,6882;0,8817;2,2067;4,1524;0,2524;0,5168;4,9947;217;217/A/NBP/2025;
20251110;0,1131;3,6610;2,3932;0,4710;2,6128;2,0685;2,8105;4,2351;1,1054;4,5426;4,8230;0,0874;2,3747;0,1744;0,5672;2,8928;0,3625;0,3855;0,8329;2,1654;0,0867;1,1316;0,3871;0,0621;0,1992;0,2130;0,6865;0,8800;2,1987;4,1275;0,2518;0,5141;4,9792;218;218/A/NBP/2025;
20251112;0,1125;3,6570;2,3891;0,4706;2,6088;2,0681;2,8045;4,2312;1,0976;4,5755;4,7967;0,0870;2,3618;0,1745;0,5666;2,8823;0,3636;0,3869;0,8320;2,1634;0,0865;1,1428;0,3915;0,0618;0,1999;0,2134;0,6935;0,8841;2,1902;4,1266;0,2494;0,5138;4,9746;219;219/A/NBP/2025;
20251113;0,1128;3,6417;2,3937;0,4686;2,6032;2,0668;2,8007;4,2304;1,1018;4,5779;4,7909;0,0866;2,3567;0,1747;0,5665;2,8739;0,3625;0,3872;0,8320;2,1630;0,0860;1,1378;0,3916;0,0619;0,1994;0,2145;0,6880;0,8820;2,1774;4,1073;0,2488;0,5130;4,9736;220;220/A/NBP/2025;
20251114;0,1122;3,6376;2,3720;0,4680;2,5917;2,0645;2,7944;4,2274;1,0990;4,5918;4,7854;0,0865;2,3513;0,1748;0,5661;2,8758;0,3609;0,3846;0,8315;2,1615;0,0859;1,1250;0,3908;0,0616;0,1982;0,2127;0,6865;0,8802;2,1790;4,0991;0,2494;0,5123;4,9701;221;221/A/NBP/2025;
20251117;0,1122;3,6400;2,3734;0,4683;2,5950;2,0640;2,7963;4,2231;1,0999;4,5826;4,7924;0,0865;2,3522;0,1748;0,5655;2,8651;0,3606;0,3856;0,8306;2,1593;0,0859;1,1275;0,3921;0,0617;0,1987;0,2132;0,6872;0,8771;2,1764;4,1066;0,2491;0,5120;4,9651;222;222/A/NBP/2025;
20251118;0,1126;3,6525;2,3726;0,4692;2,6023;2,0694;2,8040;4,2331;1,1002;4,5865;4,8038;0,0868;2,3530;0,1751;0,5668;2,8797;0,3604;0,3849;0,8323;2,1644;0,0862;1,1203;0,3948;0,0619;0,1979;0,2120;0,6855;0,8772;2,1819;4,1224;0,2492;0,5136;4,9768;223;223/A/NBP/2025;
20251119;0,1131;3,6656;2,3779;0,4706;2,6185;2,0649;2,8110;4,2424;1,1060;4,5743;4,8116;0,0871;2,3504;0,1755;0,5680;2,8899;0,3623;0,3865;0,8335;2,1691;0,0865;1,1234;0,3929;0,0622;0,2000;0,2135;0,6887;0,8833;2,1960;4,1377;0,2496;0,5155;4,9878;224;224/A/NBP/2025;
20251120;0,1131;3,6684;2,3784;0,4712;2,6112;2,0601;2,8075;4,2289;1,1061;4,5538;4,7977;0,0871;2,3339;0,1749;0,5662;2,8807;0,3604;0,3843;0,8312;2,1622;0,0864;1,1243;0,3938;0,0621;0,2000;0,2133;0,6878;0,8826;2,1927;4,1354;0,2498;0,5156;4,9719;225;225/A/NBP/2025;
20251121;0,1135;3,6868;2,3728;0,4736;2,6162;2,0626;2,8186;4,2489;1,1056;4,5768;4,8154;0,0872;2,3516;0,1753;0,5689;2,8904;0,3593;0,3849;0,8349;2,1724;0,0868;1,1204;0,3967;0,0626;0,1999;0,2126;0,6913;0,8886;2,2085;4,1192;0,2499;0,5185;4,9954;226;226/A/NBP/2025;
20251124;0,1131;3,6726;2,3676;0,4718;2,6022;2,0564;2,8133;4,2345;1,1055;4,5496;4,8073;0,0866;2,3429;0,1749;0,5670;2,8806;0,3583;0,3848;0,8324;2,1651;0,0865;1,1207;0,3909;0,0623;0,1989;0,2120;0,6797;0,8868;2,2001;4,1151;0,2483;0,5167;4,9785;227;227/A/NBP/2025;
20251125;0,1135;3,6675;2,3687;0,4716;2,5984;2,0565;2,8159;4,2301;1,1069;4,5307;4,8171;0,0865;2,3465;0,1752;0,5663;2,8776;0,3582;0,3836;0,8313;2,1628;0,0863;1,1220;0,3906;0,0623;0,1983;0,2126;0,6806;0,8871;2,2014;4,1102;0,2502;0,5175;4,9733;228;228/A/NBP/2025;
20251126;0,1135;3,6578;2,3774;0,4703;2,5976;2,0764;2,8167;4,2330;1,1081;4,5350;4,8190;0,0865;2,3381;0,1751;0,5668;2,8993;0,3580;0,3842;0,8316;2,1643;0,0862;1,1143;0,3911;0,0622;0,1988;0,2132;0,6795;0,8844;2,1957;4,0974;0,2484;0,5167;4,9767;229;229/A/NBP/2025;
20251127;0,1133;3,6510;2,3818;0,4694;2,5994;2,0867;2,8126;4,2270;1,1073;4,5318;4,8242;0,0864;2,3350;0,1749;0,5659;2,8677;0,3583;0,3847;0,8304;2,1613;0,0858;1,1156;0,3945;0,0621;0,1989;0,2125;0,6847;0,8836;2,1941;4,0885;0,2497;0,5155;4,9696;230;230/A/NBP/2025;
20251128;0,1138;3,6624;2,3897;0,4705;2,6088;2,0906;2,8214;4,2369;1,1112;4,5416;4,8375;0,0866;2,3427;0,1752;0,5673;2,8705;0,3602;0,3854;0,8322;2,1663;0,0861;1,1237;0,3941;0,0625;0,1996;0,2136;0,6837;0,8863;2,1990;4,0953;0,2490;0,5177;4,9813;231;231/A/NBP/2025;
20251201;0,1137;3,6383;2,3830;0,4672;2,6017;2,0876;2,8087;4,2286;1,1114;4,5318;4,8145;0,0859;2,3429;0,1751;0,5662;2,8495;0,3592;0,3854;0,8307;2,1621;0,0858;1,1138;0,3920;0,0622;0,1990;0,2130;0,6817;0,8807;2,1845;4,0623;0,2475;0,5144;4,9715;232;232/A/NBP/2025;
20251202;0,1141;3,6512;2,3909;0,4689;2,6065;2,0877;2,8145;4,2390;1,1127;4,5398;4,8228;0,0862;2,3410;0,1754;0,5676;2,8565;0,3598;0,3862;0,8330;2,1674;0,0860;1,1218;0,3934;0,0623;0,1993;0,2132;0,6815;0,8835;2,1968;4,0623;0,2486;0,5163;4,9838;233;233/A/NBP/2025;
20251203;0,1138;3,6333;2,3913;0,4667;2,6037;2,0862;2,8052;4,2312;1,1116;4,5312;4,8244;0,0860;2,3346;0,1753;0,5665;2,8435;0,3599;0,3866;0,8312;2,1634;0,0855;1,1209;0,3935;0,0617;0,1989;0,2124;0,6820;0,8812;2,1861;4,0278;0,2479;0,5143;4,9746;234;234/A/NBP/2025;
20251204;0,1131;3,6221;2,3963;0,4654;2,5951;2,0912;2,7970;4,2299;1,1083;4,5290;4,8342;0,0858;2,3397;0,1748;0,5664;2,8427;0,3594;0,3859;0,8306;2,1627;0,0851;1,1198;0,3939;0,0614;0,1984;0,2133;0,6824;0,8809;2,1761;4,0256;0,2461;0,5121;4,9731;235;235/A/NBP/2025;
20251205;0,1140;3,6313;2,4079;0,4665;2,6043;2,0970;2,8042;4,2321;1,1077;4,5236;4,8467;0,0861;2,3440;0,1749;0,5666;2,8403;0,3594;0,3861;0,8312;2,1639;0,0853;1,1256;0,3961;0,0615;0,1994;0,2145;0,6837;0,8833;2,1823;4,0350;0,2467;0,5136;4,9756;236;236/A/NBP/2025;
20251208;0,1140;3,6300;2,4087;0,4666;2,6262;2,0999;2,8000;4,2289;1,1053;4,5132;4,8347;0,0862;2,3349;0,1746;0,5662;2,8382;0,3587;0,3862;0,8309;2,1622;0,0853;1,1259;0,3932;0,0615;0,1995;0,2137;0,6673;0,8826;2,1749;4,0301;0,2474;0,5134;4,9719;237;237/A/NBP/2025;
20251209;0,1142;3,6336;2,4145;0,4670;2,6250;2,1050;2,8029;4,2340;1,1042;4,5103;4,8499;0,0862;2,3278;0,1745;0,5669;2,8454;0,3595;0,3890;0,8319;2,1648;0,0854;1,1313;0,3935;0,0612;0,1991;0,2135;0,6689;0,8830;2,1804;4,0425;0,2475;0,5144;4,9779;238;238/A/NBP/2025;
20251210;0,1141;3,6329;2,4157;0,4669;2,6220;2,1021;2,8028;4,2274;1,1013;4,5119;4,8363;0,0859;2,3166;0,1743;0,5660;2,8410;0,3577;0,3885;0,8307;2,1614;0,0852;1,1271;0,3924;0,0613;0,1995;0,2134;0,6686;0,8822;2,1773;4,0378;0,2471;0,5143;4,9701;239;239/A/NBP/2025;
20251211;0,1138;3,6132;2,4035;0,4642;2,6172;2,0977;2,7919;4,2284;1,1077;4,5277;4,8316;0,0854;2,3183;0,1745;0,5661;2,8455;0,3579;0,3904;0,8308;2,1619;0,0846;1,1234;0,3911;0,0613;0,1987;0,2137;0,6603;0,8791;2,1675;3,9993;0,2455;0,5119;4,9713;240;240/A/NBP/2025;
20251212;0,1141;3,6027;2,4027;0,4627;2,6181;2,0950;2,7896;4,2271;1,1012;4,5326;4,8216;0,0854;2,3111;0,1744;0,5659;2,8523;0,3569;0,3884;0,8304;2,1613;0,0843;1,1247;0,3941;0,0610;0,1998;0,2138;0,6665;0,8786;2,1651;3,9849;0,2438;0,5106;4,9698;241;241/A/NBP/2025;
20251215;0,1143;3,5928;2,3885;0,4617;2,6101;2,0787;2,7868;4,2192;1,0956;4,5128;4,8098;0,0849;2,3184;0,1737;0,5648;2,8431;0,3547;0,3868;0,8288;2,1572;0,0841;1,1189;0,3947;0,0609;0,1999;0,2136;0,6630;0,8779;2,1559;3,9598;0,2454;0,5098;4,9605;242;242/A/NBP/2025;
20251216;0,1140;3,5930;2,3836;0,4619;2,6082;2,0779;2,7857;4,2239;1,0973;4,5149;4,8171;0,0852;2,3204;0,1736;0,5654;2,8501;0,3533;0,3863;0,8294;2,1596;0,0840;1,1170;0,3924;0,0612;0,2000;0,2138;0,6635;0,8794;2,1528;3,9469;0,2436;0,5102;4,9660;243;243/A/NBP/2025;
20251217;0,1142;3,5976;2,3795;0,4624;2,6113;2,0758;2,7839;4,2149;1,0890;4,5086;4,7937;0,0849;2,3131;0,1731;0,5641;2,8518;0,3525;0,3852;0,8275;2,1550;0,0841;1,1165;0,3932;0,0613;0,2002;0,2148;0,6530;0,8799;2,1562;3,9813;0,2433;0,5107;4,9554;244;244/A/NBP/2025;
20251218;0,1141;3,5893;2,3707;0,4613;2,6049;2,0688;2,7792;4,2076;1,0790;4,5064;4,7912;0,0847;2,3019;0,1724;0,5631;2,8430;0,3520;0,3856;0,8265;2,1513;0,0838;1,1133;0,3911;0,0612;0,1994;0,2140;0,6502;0,8784;2,1474;3,9769;0,2431;0,5098;4,9468;245;245/A/NBP/2025;
20251219;0,1142;3,5941;2,3750;0,4619;2,6056;2,0661;2,7809;4,2094;1,0871;4,5197;4,8091;0,0851;2,2862;0,1728;0,5634;2,8558;0,3528;0,3861;0,8271;2,1522;0,0842;1,1200;0,3946;0,0612;0,1994;0,2141;0,6509;0,8815;2,1470;3,9856;0,2431;0,5104;4,9490;246;246/A/NBP/2025;
20251222;0,1152;3,5904;2,3838;0,4615;2,6072;2,0762;2,7822;4,2115;1,0880;4,5253;4,8200;0,0850;2,2801;0,1731;0,5637;2,8572;0,3542;0,3877;0,8278;2,1533;0,0839;1,1201;0,3942;0,0611;0,1995;0,2149;0,6477;0,8804;2,1409;4,0049;0,2425;0,5102;4,9514;247;247/A/NBP/2025;
20251223;0,1152;3,5848;2,3992;0,4609;2,6162;2,0929;2,7902;4,2274;1,0807;4,5473;4,8416;0,0851;2,2990;0,1737;0,5659;2,8602;0,3557;0,3902;0,8309;2,1614;0,0834;1,1223;0,3942;0,0609;0,1997;0,2151;0,6411;0,8823;2,1376;3,9980;0,2420;0,5100;4,9701;248;248/A/NBP/2025;
20251229;0,1141;3,5898;2,4049;0,4618;2,6228;2,0847;2,7930;4,2274;1,0914;4,5527;4,8424;0,0850;2,2956;0,1743;0,5660;2,8564;0,3575;0,3917;0,8302;2,1614;0,0835;1,1225;0,3963;0,0610;0,2004;0,2154;0,6475;0,8842;2,1387;3,9893;0,2499;0,5123;4,9701;249;249/A/NBP/2025;
20251230;0,1140;3,5936;2,4093;0,4618;2,6262;2,0865;2,8002;4,2293;1,0945;4,5555;4,8568;0,0847;2,3042;0,1745;0,5662;2,8693;0,3583;0,3914;0,8298;2,1624;0,0837;1,1314;0,3930;0,0611;0,2000;0,2157;0,6451;0,8880;2,1441;4,0023;0,2483;0,5142;4,9724;250;250/A/NBP/2025;
20251231;0,1141;3,6016;2,4071;0,4627;2,6288;2,0767;2,8004;4,2267;1,0968;4,5390;4,8399;0,0851;2,2994;0,1746;0,5659;2,8714;0,3577;0,3908;0,8291;2,1611;0,0837;1,1333;0,3996;0,0611;0,2003;0,2168;0,6575;0,8875;2,1599;4,0092;0,2496;0,5153;4,9693;251;251/A/NBP/2025;

kod ISO;THB;USD;AUD;HKD;CAD;NZD;SGD;EUR;HUF;CHF;GBP;UAH;JPY;CZK;DKK;ISK;NOK;SEK;RON;BGN;TRY;ILS;CLP;PHP;MXN;ZAR;BRL;MYR;IDR;INR;KRW;CNY;XDR;
nazwa waluty;bat (Tajlandia);dolar amerykañski;dolar australijski;dolar Hongkongu;dolar kanadyjski;dolar nowozelandzki;dolar singapurski;euro;forint (Wêgry);frank szwajcarski;funt szterling;hrywna (Ukraina);jen (Japonia);korona czeska;korona duñska;korona islandzka;korona norweska;korona szwedzka;lej rumuñski;lew (Bu³garia);lira turecka;nowy izraelski szekel;peso chilijskie;peso filipiñskie;peso meksykañskie;rand (Republika Po³udniowej Afryki);real (Brazylia);ringgit (Malezja);rupia indonezyjska;rupia indyjska;won po³udniowokoreañski;yuan renminbi (Chiny);SDR (MFW);
liczba jednostek;1;1;1;1;1;1;1;1;100;1;1;1;100;1;1;100;1;1;1;1;1;1;100;1;1;1;1;1;10000;100;100;1;1;
